CAMPANA,CODIGO_DEL_PRODUCTO,CANTIDADES_ESTIMADAS
201912,P05645,2177
201912,P05646,1308
201912,P05647,979
201912,P05648,3124
201912,P05649,8192
201912,P05650,8690
201912,P05651,1733
201912,P05652,1443
201912,P05653,4201
201912,P05654,15353
201912,P05655,4623
201912,P05656,5471
201912,P05657,2143
201912,P05658,13139
201912,P05659,1301
201912,P05660,12127
201912,P05661,636
201912,P05662,4847
201912,P05663,4636
201912,P05664,1720
201912,P05665,3983
201912,P05666,1431
201912,P05667,2013
201912,P05668,363
201912,P05669,14761
201912,P05670,2812
201912,P05671,3911
201912,P05672,6794
201912,P05673,9613
201912,P05674,3209
201912,P05675,717
201912,P05676,1299
201912,P05677,6926
201912,P05678,16038
201912,P05679,1252
201912,P05680,4160
201912,P05681,2980
201912,P05682,19281
201912,P05683,1753
201912,P05684,12959
201912,P05685,2235
201912,P05686,1643
201912,P05687,494
201912,P05688,9978
201912,P05689,2019
201912,P05690,5691
201912,P05691,18882
201912,P05692,11832
201912,P05693,5891
201912,P05694,1450
201912,P05695,1507
201912,P05696,2687
201912,P05697,383
201912,P05698,956
201912,P05699,5917
201912,P05700,10193
201912,P05701,3667
201912,P05702,1952
201912,P05703,686
201912,P05704,3543
201912,P05705,1646
201912,P05706,843
201912,P05707,291
201912,P05708,4782
201912,P05709,4240
201912,P05710,908
201912,P05711,2972
201912,P05712,2971
201912,P05713,8847
201912,P05714,991
201912,P05715,6261
201912,P05716,516
201912,P05717,1372
201912,P05718,4839
201912,P05719,1160
201912,P05720,3922
201912,P05721,7990
201912,P05722,2997
201912,P05723,1435
201912,P05724,842
201912,P05725,1439
201912,P05726,1947
201912,P05727,1767
201912,P05728,789
201912,P05729,4942
201912,P05730,6657
201912,P05731,6687
201912,P05732,3149
201912,P05733,3683
201912,P05734,4389
201912,P05735,3839
201912,P05736,4437
201912,P05737,4421
201912,P05738,5700
201912,P05739,64
201912,P05740,1915
201912,P05741,814
201912,P05742,2397
201912,P05743,4388
201912,P05744,2024
201912,P05745,1930
201912,P05746,3750
201912,P05747,7990
201912,P05748,18310
201912,P05749,495
201912,P05750,23308
201912,P05751,2400
201912,P05752,232
201912,P05753,1134
201912,P05754,2243
201912,P05755,1999
201912,P05756,5462
201912,P05757,5925
201912,P05758,2369
201912,P05759,10394
201912,P05760,5249
201912,P05761,8583
201912,P05762,2731
201912,P05763,9479
201912,P05764,26724
201912,P05765,31
201912,P05766,2197
201912,P05767,312
201912,P05768,34182
201912,P05769,1666
201912,P05770,7744
201912,P05771,5673
201912,P05772,1911
201912,P05773,3983
201912,P05774,2530
201912,P05775,5798
201912,P05776,3580
201912,P05777,3704
201912,P05778,9981
201912,P05779,2332
201912,P05780,13008
201912,P05781,11659
201912,P05782,4622
201912,P05783,5250
201912,P05784,1463
201912,P05785,536
201912,P05786,8719
201912,P05787,1620
201912,P05788,12702
201912,P05789,1791
201912,P05790,4626
201912,P05791,8654
201912,P05792,13128
201912,P05793,1849
201912,P05794,11780
201912,P05795,12893
201912,P05796,3019
201912,P05797,2964
201912,P05798,506
201912,P05799,28207
201912,P05800,2676
201912,P05801,2703
201912,P05802,5377
201912,P05803,15256
201912,P05804,2159
201912,P05805,3331
201912,P05806,2341
201912,P05807,3705
201912,P05808,3127
201912,P05809,3299
201912,P05810,4484
201912,P05811,3661
201912,P05812,2714
201912,P05813,2888
201912,P05814,4535
201912,P05815,3297
201912,P05816,799
201912,P05817,3863
